#-4.756424826198888 -2.453886807761834
#r phi U
0.0 1.0 -4.756424826198888
0.00576453346360528 0.9999744961060351 -4.756355230855843
0.01152906692721056 0.9998979895907573 -4.756146457731465
0.017293600390815837 0.999770495748456 -4.755798545024926
0.02305813385442112 0.9995920400836577 -4.755311556437062
0.0288226673180264 0.9993626585576911 -4.754685581786342
0.034587200781631675 0.9990823970687682 -4.753920735710665
0.040351734245236956 0.9987513117192418 -4.7530171583353615
0.04611626770884224 0.9983694699387713 -4.751975018079526
0.05188080117244752 0.997936946742842 -4.7507945023109315
0.0576453346360528 0.9974538291701394 -4.749475828430597
0.06340986809965808 0.9969202139760595 -4.748019238112746
0.06917440156326335 0.9963362070928024 -4.7464249959568985
0.07493893502686863 0.9957019250489425 -4.744693393035632
0.08070346849047391 0.9950174938761414 -4.742824744165816
0.0864680019540792 0.9942830505244143 -4.740819391442229
0.09223253541768447 0.993498741144555 -4.738677699950815
0.09799706888128976 0.992664721525049 -4.736400058860938
0.10376160234489504 0.9917811590828182 -4.733986886398733
0.10952613580850032 0.9908482278357611 -4.7314386
0.1152906692721056 0.989866112523697 -4.72875571309061
0.12105520273571087 0.9888350073170028 -4.725938658877467
0.12681973619931616 0.9877551158686035 -4.722987963467874
0.13258426966292144 0.9866266511445296 -4.719904158954879
0.1383488031265267 0.9854498351850222 -4.716687800126057
0.14411333659013198 0.9842248993898602 -4.7133394651685085
0.14987787005373726 0.9829520839551514 -4.709859754278076
0.15564240351734254 0.9816316380792737 -4.706249290167549
0.16140693698094782 0.9802638197511999 -4.7025087175430915
0.1671714704445531 0.9788488957454387 -4.698638703092346
0.1729360039081584 0.9773871413710462 -4.6946399348643615
0.17870053737176367 0.9758788404754472 -4.6905131222789365
0.18446507083536895 0.974324285279663 -4.686258995719575
0.19022960429897423 0.9727237762104203 -4.681878306118722
0.1959941377625795 0.9710776219117422 -4.677371824986409
0.2017586712261848 0.9693861387618178 -4.672740343216823
0.20752320468979008 0.9676496512758174 -4.667984672083333
0.21328773815339536 0.9658684919428522 -4.663105642835716
0.21905227161700064 0.9640430009929141 -4.6581041061244495
0.22481680508060592 0.9621735257738129 -4.652980930462242
0.2305813385442112 0.9602604209000418 -4.647737002591335
0.23634587200781645 0.9583040482139144 -4.642373227387321
0.24211040547142174 0.9563047764969711 -4.636890527146433
0.24787493893502702 0.9542629817029703 -4.631289842161805
0.2536394723986323 0.9521790467224911 -4.625572130141882
0.2594040058622376 0.9500533609082166 -4.619738365037265
0.2651685393258429 0.9478863201033848 -4.613789537111348
0.27093307278944817 0.9456783264678875 -4.607726652511245
0.2766976062530534 0.9434297883120674 -4.601550732857619
0.2824621397166587 0.9411411200069547 -4.595262815022239
0.28822667318026396 0.9388127418141391 -4.588863950708167
0.29399120664386924 0.9364450797000728 -4.582355205991892
0.2997557401074745 0.9340385651021649 -4.5757376607472695
0.3055202735710798 0.9315936349105334 -4.569012408598147
0.3112848070346851 0.9291107312709496 -4.562180556432644
0.31704934049829037 0.926590301403218 -4.555243223954929
0.32281387396189565 0.9240327973243679 -4.548201543002261
0.32857840742550093 0.9214386758365343 -4.541056657514608
0.3343429408891062 0.9188083983351072 -4.5338097230611565
0.3401074743527115 0.9161424306314142 -4.526461906402812
0.3458720078163168 0.9134412427283708 -4.519014384940529
0.35163654127992205 0.9107053087250917 -4.511468346477649
0.35740107474352734 0.9079351066505916 -4.503824988809578
0.3631656082071326 0.905131118290114 -4.496085519295508
0.3689301416707379 0.9022938290042674 -4.488251154412652
0.3746946751343432 0.8994237274919713 -4.48032311917375
0.38045920859794846 0.8965213057280477 -4.47230264696956
0.38622374206155374 0.8935870587703681 -4.4641909790939165
0.391988275525159 0.890621484587104 -4.455989364317724
0.3977528089887643 0.8876250838854265 -4.447699058467426
0.4035173424523696 0.8845983599377755 -4.439321323998019
0.40928187591597487 0.8815418184306653 -4.430857429616708
0.41504640937958015 0.8784559672922537 -4.422308649858838
0.42081094284318543 0.8753413165254336 -4.413676264676237
0.4265754763067907 0.8721983780657939 -4.404961559088803
0.432340009770396 0.8690276656171527 -4.3961658227789755
0.4381045432340013 0.8658296944543666 -4.387290349602882
0.44386907669760656 0.8626049812737345 -4.37833643722268
0.44963361016121184 0.8593540440294205 -4.369305386703229
0.4553981436248171 0.8560774018455564 -4.360198502298183
0.4611626770884224 0.8527755748036054 -4.351017090923868
0.4669272105520276 0.8494490837488208 -4.341762461680952
0.4726917440156329 0.846098450152995 -4.332435925517006
0.4784562774792382 0.8427241959751606 -4.323038794883617
0.48422081094284347 0.8393268435794495 -4.313572383535719
0.48998534440644875 0.8359069155410015 -4.304038006052365
0.49574987787005403 0.8324649344033883 -4.294436977236841
0.5015144113336594 0.829001422580259 -4.284770611875653
0.5072789447972647 0.8255169022370396 -4.275040224447631
0.5130434782608699 0.8220118953041857 -4.265247129159507
0.5188080117244752 0.8184869230766677 -4.25539263895463
0.5245725451880805 0.8149425061368473 -4.245478065324275
0.5303370786516858 0.8113791642278017 -4.235504717995977
0.5361016121152911 0.8077974161110093 -4.2254739045830645
0.5418661455788963 0.804197779440347 -4.215386930274533
0.5476306790425016 0.8005807708162425 -4.2052450979702805
0.5533952125061068 0.7969469054505458 -4.195049707454091
0.5591597459697121 0.7932966970447576 -4.184802055094043
0.5649242794333174 0.789630657706423 -4.174503433637288
0.5706888128969226 0.7859492978286295 -4.16415513191365
0.5764533463605279 0.7822531259713067 -4.153758434543654
0.5822178798241332 0.7785426486791106 -4.143314621485735
0.5879824132877385 0.7748183704052943 -4.132824967851875
0.5937469467513438 0.7710807934350284 -4.122290743721734
0.599511480214949 0.767330417746306 -4.111713213798471
0.6052760136785543 0.7635677409001723 -4.10109363713875
0.6110405471421596 0.7597932579331816 -4.090433266888253
0.6168050806057649 0.7560074612447143 -4.079733350002943
0.6225696140693702 0.7522108404903821 -4.068995126986193
0.6283341475329755 0.7484038824947761 -4.058219831677371
0.6340986809965807 0.7445870711455059 -4.047408690989737
0.639863214460186 0.740760887295974 -4.036562924671333
0.6456277479237913 0.7369258086703966 -4.0256837450714285
0.6513922813873966 0.7330823097832183 -4.014772356941686
0.6571568148510019 0.7292308618800301 -4.003829957289117
0.6629213483146071 0.7253719327963709 -3.992857735031983
0.6686858817782124 0.7215059868920447 -3.9818568708371913
0.6744504152418177 0.717633484971517 -3.9708285369244214
0.680214948705423 0.7137548842043918 -3.9597738968705847
0.6859794821690283 0.7098706380533091 -3.948694105432346
0.6917440156326335 0.7059811962388699 -3.937590308458299
0.6975085490962388 0.7020870046195703 -3.926463642595711
0.7032730825598441 0.6981885051313584 -3.9153152351415708
0.7090376160234494 0.6942861357279869 -3.9041462038956696
0.7148021494870547 0.6903803303177934 -3.8929576570051534
0.72056668295066 0.68647151870269 -3.8817506928144403
0.7263312164142652 0.6825601265112978 -3.870526399698393
0.7320957498778705 0.6786465751499792 -3.8592858559438703
0.7378602833414758 0.6747312817513217 -3.8480301296236012
0.7436248168050811 0.6708146591202783 -3.836760278462939
0.7493893502686864 0.6668971156853167 -3.8254773497196592
0.7551538837322916 0.662979055452015 -3.8141823800697705
0.7609184171958969 0.6590608779528321 -3.8028763954817006
0.7666829506595022 0.6551429782069803 -3.7915604111180343
0.7724474841231075 0.6512257466885325 -3.780235431259546
0.7782120175867128 0.6473095692852269 -3.7689024492022027
0.783976551050318 0.6433948272639802 -3.7575624471721674
0.7897410845139233 0.63948189723883 -3.746216396246771
0.7955056179775286 0.6355711511413037 -3.7348652562814446
0.8012701514411339 0.6316629561789917 -3.723509975805607
0.8070346849047392 0.6277576747836585 -3.712151491890969
0.8127992183683445 0.6238556646450598 -3.7007907302425007
0.8185637518319497 0.6199572786677391 -3.68942860508863
0.824328285295555 0.616062864950186 -3.6780660191292776
0.8300928187591603 0.612172766768234 -3.6667038634945635
0.8358573522227656 0.6082873225607984 -3.655343017709254
0.8416218856863709 0.6044068659089576 -3.643984349640282
0.8473864191499761 0.6005317254507779 -3.632628715282275
0.8531509526135814 0.5966622249716143 -3.6212769589848732
0.8589154860771867 0.5927986833810934 -3.609929913394491
0.864680019540792 0.5889414146945305 -3.5985883994070837
0.8704445530043973 0.5850907280298915 -3.5872532261599144
0.8762090864680026 0.5812469276069356 -3.575925191028646
0.8819736199316078 0.5774103127474196 -3.5646050796269617
0.8877381533952131 0.5735811777956555 -3.5532936656060907
0.8935026868588184 0.5697598121834838 -3.5419917108167502
0.8992672203224237 0.5659465004757545 -3.5306999654220093
0.905031753786029 0.5621415223428049 -3.5194191678267375
0.9107962872496342 0.5583451525693214 -3.508150044698254
0.9165608207132395 0.5545576610651842 -3.496893310991816
0.9223253541768448 0.5507793128782985 -3.485649669980951
0.92808988764045 0.547010368154763 -3.474419813156342
0.9338544211040553 0.5432510821208585 -3.4632044201790224
0.9396189545676605 0.5395017052289955 -3.4520041592423762
0.9453834880312658 0.5357624831145091 -3.440819686962284
0.9511480214948711 0.5320336566132596 -3.4296516484188087
0.9569125549584764 0.5283154617823118 -3.4185006772054565
0.9626770884220817 0.5246081299223722 -3.4073673954827037
