#-4.756393323019448 -2.453872520862397
#r phi U
0.0 1.0 -4.756393323019448
0.0007910928801640783 0.9999995196656549 -4.75639201229106
0.0015821857603281566 0.9999980786626651 -4.756388080106019
0.002373278640492235 0.9999956769944465 -4.756381526472854
0.0031643715206563132 0.999992314674203 -4.7563723514245435
0.003955464400820391 0.9999879917133278 -4.756360554989541
0.00474655728098447 0.9999827081286644 -4.756346137209916
0.005537650161148548 0.9999764639394412 -4.756329098133691
0.0063287430413126265 0.9999692591692255 -4.75630943781973
0.0071198359214767045 0.9999610938506375 -4.756287156349502
0.007910928801640783 0.9999519680066555 -4.756262253780398
0.008702021681804862 0.9999418816791178 -4.756234730216914
0.00949311456196894 0.9999308348950667 -4.756204585726588
0.010284207442133018 0.9999188277084847 -4.756171820444248
0.011075300322297097 0.999905860141327 -4.756136434424728
0.011866393202461174 0.9998919322583073 -4.756098427829656
0.012657486082625253 0.9998770441173429 -4.756057800803686
0.013448578962789332 0.9998611957730594 -4.75601455348325
0.014239671842953409 0.9998443872811476 -4.7559686860074395
0.015030764723117488 0.9998266187048799 -4.755920198534285
0.015821857603281565 0.9998078901157859 -4.755869091242436
0.016612950483445646 0.999788201580634 -4.755815364298655
0.017404043363609723 0.9997675531768958 -4.755759017896434
0.0181951362437738 0.9997459449816083 -4.755700052228179
0.01898622912393788 0.9997233770748996 -4.75563846749402
0.01977732200410196 0.9996998495519073 -4.75557426393157
0.020568414884266036 0.999675362497794 -4.755507441753534
0.021359507764430113 0.999649915996816 -4.755438001170348
0.022150600644594193 0.9996235101368186 -4.755365942401416
0.02294169352475827 0.9995961450341271 -4.755291265737273
0.023732786404922348 0.9995678207932657 -4.7552139714389785
0.02452387928508643 0.9995385375141551 -4.755134059756097
0.025314972165250506 0.999508295297435 -4.755051530939984
0.026106065045414583 0.9994770942690419 -4.754966385305185
0.026897157925578664 0.9994449345531703 -4.754878623161887
0.02768825080574274 0.9994118162650678 -4.754788244797935
0.028479343685906818 0.9993777395199818 -4.7546952505011735
